time_step,time_sec,f_t,I_Ca_pA,n_Ca_excess_fmol,S_E_perturbed,S_E_control
296,2.96,0.0875805885084482,-21.403676064838535,0.1109171169862597,0.07216636180739766,0.0
297,2.97,0.0826397726507148,-20.196198198841525,0.10465978234358463,0.0724280112632566,0.0
298,2.98,0.0806252608676321,-19.703874975531118,0.10210848823926577,0.0726832824838548,0.0
299,2.99,0.0817175986841194,-19.970829618970313,0.10349188795652335,0.07294201220374608,0.0
300,3.0,0.0841464592890752,-20.564414869771706,0.1065679373465912,0.07320843204711258,0.0
301,3.0100000000000002,0.0851976105169035,-20.821303990509048,0.10789917598854251,0.07347817998708384,0.0
302,3.02,0.0834899115439462,-20.403962245541106,0.105736447352133,0.07374252110546409,0.0
303,3.0300000000000002,0.0803045310490675,-19.625492342372294,0.10170229746785663,0.07399677684913375,0.0
304,3.04,0.0803145729430053,-19.627946464325376,0.10171501510247902,0.07425106438689,0.0
305,3.0500000000000003,0.0805542070344481,-19.686510246034132,0.10201850156000483,0.07450611064078994,0.0
306,3.06,0.0804692266786148,-19.665742036558644,0.10191087752789886,0.07476088783460966,0.0
307,3.0700000000000003,0.0786532294824708,-19.221933466841488,0.09961099376504891,0.07500991531902224,0.0
308,3.08,0.0783959462381305,-19.159056437666933,0.09928515540066815,0.07525812820752398,0.0
309,3.09,0.080741673249429,-19.732324806165412,0.10225591960494072,0.07551376800653631,0.0
310,3.1,0.0761441765055922,-18.60875013408222,0.09643338412231031,0.07575485146684213,0.0
311,3.11,0.0781593099040824,-19.10122527296029,0.09898546547629317,0.0760023151305328,0.0
312,3.12,0.0759992615484916,-18.573334605920607,0.0962498554486221,0.0762429397691543,0.0
313,3.13,0.0761212605389363,-18.60314973865934,0.09640436201823777,0.07648395067419989,0.0
314,3.14,0.0736854812985684,-18.007873653922097,0.0933195504685811,0.07671724955037129,0.0
315,3.15,0.0755192876655558,-18.456034577627815,0.0956419887942572,0.07695635452235694,0.0
316,3.16,0.0770506034510263,-18.83027032533603,0.09758133557203727,0.07720030786128718,0.0
317,3.17,0.0742305113361257,-18.141072648906665,0.0940098079955779,0.07743533238127598,0.0
318,3.18,0.0715983840572659,-17.49781138978981,0.09067632994657103,0.07766202320614257,0.0
319,3.19,0.0702127955548794,-17.15918969325502,0.08892154061903415,0.07788432705769,0.0
320,3.2,0.0736030900819279,-17.987738199918027,0.09321520547192841,0.0781173650713699,0.0
321,3.21,0.0733171617306608,-17.917860640147072,0.0928530892892526,0.0783494977945931,0.0
322,3.22,0.071786883825396,-17.543878538276303,0.09091505694292534,0.07857678543695046,0.0
323,3.23,0.0706289036667278,-17.26088167073124,0.08944852397124547,0.0788004067468786,0.0
324,3.24,0.0688154626901519,-16.817697811312545,0.08715187755253431,0.07901828644075992,0.0
325,3.25,0.0669775681913321,-16.368537795788175,0.08482426178052638,0.07923034709521126,0.0
326,3.2600000000000002,0.0691196884395234,-16.892047042129853,0.08753716661724545,0.07944919001175432,0.0
327,3.27,0.0710871360754668,-17.372868335882664,0.09002885596664074,0.07967426215167095,0.0
328,3.2800000000000002,0.0673565555464531,-16.461157892545092,0.08530423326188057,0.07988752273482558,0.0
329,3.29,0.0702896752433414,-17.17797819394714,0.08901890549799005,0.08011006999857062,0.0
330,3.3000000000000003,0.0638710755655635,-15.609347169279118,0.0808900200511951,0.08031229504869863,0.0
331,3.31,0.0672128241705238,-16.426031617840415,0.08512220354376544,0.08052510055755802,0.0
332,3.3200000000000003,0.0671207069376417,-16.40351923871422,0.08500554095825372,0.08073761440995375,0.0
333,3.33,0.0666031556240108,-16.277035723901818,0.08435008407473607,0.08094848962014056,0.0
334,3.34,0.0682729663053688,-16.685118011564757,0.08646482878978472,0.08116465169211495,0.0
335,3.35,0.0651704722377153,-15.926904586100816,0.08253565106545482,0.08137099081977872,0.0
336,3.36,0.0658069075649012,-16.082441969570116,0.08334166953189674,0.08157934499360842,0.0
337,3.37,0.0667311981638782,-16.308327829749867,0.0845122445444881,0.08179062560496975,0.0
338,3.38,0.067108569167561,-16.400552909035678,0.08499016898500118,0.08200310102743213,0.0
339,3.39,0.068078194188475,-16.637517974074076,0.08621815812859032,0.08221864642275367,0.0
340,3.4,0.064948860655508,-15.872745295799575,0.08225498935481979,0.08242428389614065,0.0
341,3.41,0.0658177960080892,-16.08510297830294,0.08335545928539638,0.08263267254435414,0.0
342,3.42,0.0687514914425245,-16.80206398325773,0.08707086066879687,0.08285034969602612,0.0
343,3.43,0.0664251072788445,-16.23352278149389,0.08412459336422184,0.08306066117943667,0.0
344,3.44,0.0658417801547257,-16.090964424475455,0.08338583419430716,0.0832691257649224,0.0
345,3.45,0.0661311163859728,-16.161674830433007,0.08375226631306944,0.08347850643070498,0.0
346,3.46,0.0651229213271187,-15.915283697222003,0.08247542984516766,0.08368469500531783,0.0
347,3.47,0.0614928457447995,-15.028135492601912,0.07787809241126555,0.08387939023634605,0.0
348,3.48,0.0642395153556364,-15.699389563951506,0.08135663348681922,0.08408278182006312,0.0
349,3.49,0.0688877139758583,-16.83535518426316,0.08724338075484873,0.0843008902719502,0.0
350,3.5,0.0657686629456287,-16.073095429930778,0.08329323433658484,0.0845091233577916,0.0
351,3.5100000000000002,0.0679976410980692,-16.617831736719086,0.08611614104119338,0.08472441371039452,0.0
352,3.52,0.064890312110513,-15.858436713127528,0.08218084009497605,0.08492986581063211,0.0
353,3.5300000000000002,0.0672772002958808,-16.44176439329805,0.08520373318805022,0.08514287514360219,0.0
354,3.54,0.0672432165191461,-16.43345915396275,0.08516069416988521,0.08535577687902685,0.0
355,3.5500000000000003,0.0659916227009606,-16.127584198045856,0.0835756034515513,0.0855647158876558,0.0
356,3.56,0.0674586775374777,-16.486115318068393,0.08543356645109806,0.0857782998037836,0.0
357,3.5700000000000003,0.0705698451628693,-17.24644846005078,0.08937372887003564,0.08600173412595857,0.0
358,3.58,0.0688821215674257,-16.833988464758846,0.08723629820572548,0.08621982487147295,0.0
359,3.59,0.0680962216414374,-16.641923673670902,0.08624098913650258,0.08643542734431431,0.0
360,3.6,0.0679685690580827,-16.610726868653995,0.08607932253020674,0.08665062565063986,0.0
361,3.61,0.0670440820304496,-16.384793003597867,0.08490849874901729,0.08686289689751248,0.0
362,3.62,0.0686917117802791,-16.787454529864494,0.08699515225094312,0.08708038477813995,0.0
363,3.63,0.0684097738734677,-16.718552188254773,0.08663808979766166,0.08729698000263397,0.0
364,3.64,0.0697788285389219,-17.053133207559192,0.08837193971891584,0.08751790985193131,0.0
365,3.65,0.0686197442676893,-16.769866507759396,0.08690400843529768,0.08773516987301944,0.0
366,3.66,0.071460276744424,-17.464059570618502,0.09050142286686275,0.08796142343018665,0.0
367,3.67,0.0706775067598317,-17.27275970076349,0.08951007773624652,0.08818519862452712,0.0
368,3.68,0.068158342030278,-16.65710517338916,0.08631966198574473,0.08840099777949151,0.0
369,3.69,0.0708835642658883,-17.323117755961288,0.08977104086625531,0.08862542538165707,0.0
370,3.7,0.069445881746538,-16.971764888250345,0.08795027666606385,0.08884530107332222,0.0
371,3.71,0.0749870812099362,-18.325969516754203,0.09496797179226929,0.0890827210028029,0.0
372,3.72,0.0721256583375603,-17.62667108444296,0.09134410055678582,0.08931108125419485,0.0
373,3.73,0.0742469282242063,-18.145084745199398,0.09403059929107839,0.08954615775242258,0.0
374,3.74,0.0739687741431178,-18.077107126538422,0.0936783288932913,0.08978035357465597,0.0
375,3.75,0.0780766725863339,-19.081029674710965,0.09888080880297956,0.09002755559666331,0.0
376,3.7600000000000002,0.0757246937044776,-18.506233421843383,0.09590212686864996,0.09026731091383489,0.0
377,3.77,0.0749463883487713,-18.316024655303075,0.09491643600198515,0.0905046020038398,0.0
378,3.7800000000000002,0.0771403126160528,-18.85219420071726,0.09769494844129792,0.09074883937494305,0.0
379,3.79,0.0790890005858676,-19.32843085050113,0.10016287946572593,0.09099924657360736,0.0
380,3.8000000000000003,0.0753811944041493,-18.422286192463705,0.09546709951009848,0.09123791432238249,0.0
381,3.81,0.0794515257224467,-19.417027772728396,0.10062200224246462,0.09148946932798863,0.0
382,3.8200000000000003,0.0747706003842762,-18.273064123611885,0.09469380796813952,0.09172620384790897,0.0
383,3.83,0.0777034836026426,-18.989826632416683,0.09840818071418708,0.09197222429969443,0.0
384,3.84,0.0781300384759642,-19.094071676757437,0.0989483944486575,0.09221959528581614,0.0
385,3.85,0.0798729780660153,-19.520025818210122,0.10115575383847293,0.09247248467041236,0.0
386,3.86,0.0814012630903633,-19.89352088318943,0.10309126228527454,0.09273021282612548,0.0
387,3.87,0.0764441090885344,-18.682050165012765,0.09681323607303086,0.09297224591630804,0.0
388,3.88,0.0799188612820074,-19.53123914194581,0.101213862993967,0.09322528057379298,0.0
389,3.89,0.0803037857053839,-19.625310189054627,0.10170135352155582,0.09347953395759678,0.0
390,3.9,0.0808702696719445,-19.763752274483384,0.10241878154367717,0.09373558091145606,0.0
391,3.91,0.0805767278027827,-19.692014059588878,0.10204702316209191,0.09399069846936114,0.0
392,3.92,0.0826862559458033,-20.207558174921214,0.10471865147391417,0.09425249509804601,0.0
393,3.93,0.0843116756345214,-20.604791820860665,0.10677717687133059,0.09451943804022422,0.0
394,3.94,0.083581257672168,-20.426286175666874,0.10585213336615472,0.09478406837363962,0.0
395,3.95,0.0834916712576588,-20.404392299082787,0.10573867595524064,0.09504841506352768,0.0
396,3.96,0.0838197121462074,-20.484561672617428,0.10615412588805218,0.09531380037824777,0.0
397,3.97,0.0805959847645203,-19.69672023681427,0.10207141129094817,0.0955689789064752,0.0
398,3.98,0.0843904496622271,-20.624043276006713,0.10687694085094425,0.09583617125860266,0.0
399,3.99,0.0861535152961863,-21.05491598824787,0.10910978902548517,0.09610894573116624,0.0
400,4.0,0.0844548920133617,-20.63979223627327,0.10695855436737976,0.09637634211708479,0.0
401,4.01,0.0842204435184464,-20.582495753976037,0.10666163524887826,0.09664299620520711,0.0
402,4.0200000000000005,0.0856657619754674,-20.935714755942726,0.10849207004167864,0.09691422638031122,0.0
403,4.03,0.08903566165897,-21.759279000315598,0.11275990568645695,0.09719612614452733,0.0
404,4.04,0.0824889242647351,-20.15933260974924,0.10446873923277836,0.09745729799260927,0.0
405,4.05,0.0876218958739694,-21.413771103999213,0.11096943102036179,0.09773472157016005,0.0
406,4.0600000000000005,0.0862352424688987,-21.074889157647878,0.10921329303854421,0.09800775480275636,0.0
407,4.07,0.0885758075947876,-21.646896021455962,0.11217751993292203,0.09828819860258875,0.0
408,4.08,0.0852308473419219,-20.829426683542213,0.10794126902390119,0.09855805177514831,0.0
409,4.09,0.0811976419811527,-19.843758255011988,0.10283338474898682,0.0988151352370209,0.0
410,4.1,0.083326577659614,-20.364045346029513,0.10552959188490187,0.09907895921673315,0.0
411,4.11,0.0854429146158891,-20.881253456041108,0.10820984327118778,0.09934948382491104,0.0
412,4.12,0.081761762670837,-19.98162278308959,0.10354781978074099,0.09960835337436291,0.0
413,4.13,0.086017863362579,-21.021764235171677,0.10893799157989158,0.09988069835331259,0.0
414,4.14,0.0838831226802436,-20.50005846879936,0.10623443265170421,0.10014628443494178,0.0
415,4.15,0.0871470920150028,-21.29773456936602,0.11036811198303374,0.10042220471489927,0.0
416,4.16,0.0815683949918258,-19.93436597386449,0.10330292778081822,0.10068046203435133,0.0
417,4.17,0.0831051167743623,-20.30992288430955,0.1052491210255975,0.10094358483691535,0.0
418,4.18,0.0854187611279374,-20.875350624822943,0.10817925389865234,0.1012140329716621,0.0
419,4.19,0.085640952416379,-20.929651588577865,0.10846064978275309,0.1014851845961191,0.0
420,4.2,0.0810101863620418,-19.797946284387972,0.10259598012327291,0.10174167454642735,0.0
421,4.21,0.0814092366519667,-19.895469528803126,0.10310136046433707,0.1019994279475882,0.0
422,4.22,0.0839394970690212,-20.513835713007218,0.10630582843450907,0.10226519251867461,0.0
423,4.23,0.0828357861685153,-20.24410162025924,0.10490802518660539,0.10252746258164114,0.0
424,4.24,0.0815072687463349,-19.919427431205346,0.10322551397214773,0.10278552636657157,0.0
425,4.25,0.0802293159514222,-19.607110648293705,0.10160704072287767,0.10303954396837889,0.0
426,4.26,0.0828973638844197,-20.259150497030646,0.10498601076348989,0.10330200899528752,0.0
427,4.2700000000000005,0.0830446039430772,-20.29513425293985,0.1051724840801153,0.1035649402054879,0.0
428,4.28,0.0799651278643047,-19.542546155942684,0.10127245766669785,0.10381812134965474,0.0
429,4.29,0.0791626166252507,-19.34642175335948,0.10025611107094096,0.10406876162733203,0.0
430,4.3,0.0780662673977384,-19.07848676777366,0.09886763107101446,0.10431593070500955,0.0
431,4.3100000000000005,0.0810689807803157,-19.812314955626498,0.10267044077124163,0.1045726068069377,0.0
432,4.32,0.0797676999473532,-19.494297071841373,0.1010224235468797,0.1048251628658049,0.0
433,4.33,0.0772426988210256,-18.87721619705307,0.09782461624632362,0.1050697244064206,0.0
434,4.34,0.0785188539289425,-19.189093646194756,0.09944081280092633,0.10531832643842298,0.0
435,4.3500000000000005,0.0779266497127774,-19.04436583124284,0.09869081116879742,0.10556505346634493,0.0
436,4.36,0.0758197485630521,-18.529463722483815,0.09602250983305081,0.1058051097409275,0.0
437,4.37,0.0780521940581596,-19.07504740744707,0.09884980778072792,0.10605223426037935,0.0
438,4.38,0.0810819191271997,-19.81547693695405,0.10268682664120872,0.10630895132698248,0.0
439,4.39,0.0757210895845147,-18.505352616889933,0.09589756240291203,0.10654869523298982,0.0
440,4.4,0.0761998052329255,-18.622345147315382,0.09650383555638381,0.1067899548218808,0.0
441,4.41,0.0772404638237533,-18.876669989743462,0.09782178571665782,0.10703450928617242,0.0
442,4.42,0.0769958200167525,-18.81688189188422,0.09751195466592848,0.10727828917283733,0.0
443,4.43,0.0763070937282211,-18.648565206325028,0.096639711905089,0.10751988845260008,0.0
444,4.44,0.078215370942121,-19.114925937896114,0.09905646441361929,0.10776752961363412,0.0
445,4.45,0.0690521356911994,-16.875537937006893,0.08745161391411564,0.10798615864841943,0.0
446,4.46,0.0709664628780711,-17.343377211527905,0.08987602845793598,0.10821084871956421,0.0
447,4.47,0.0692523675359278,-16.92447226840863,0.08770519909005871,0.10843011171728933,0.0
448,4.48,0.0735628302360621,-17.977899162364075,0.09316421807723518,0.10866302226248237,0.0
449,4.49,0.0720768164228576,-17.614734689192755,0.09128224433431494,0.10889122787331817,0.0
450,4.5,0.069142942038252,-16.897729950899997,0.0875666163180805,0.10911014441411349,0.0
451,4.51,0.071099519004181,-17.375894579476668,0.09004453842295003,0.10933525576017078,0.0
452,4.5200000000000005,0.0720330929026823,-17.604049169967727,0.09122687034237305,0.10956332293602677,0.0
453,4.53,0.0699633941292699,-17.098238888804335,0.08860568424524193,0.10978483714663989,0.0
454,4.54,0.068731538880348,-16.79718780938447,0.0870455915913586,0.11000245112561824,0.0
455,4.55,0.0672334329014817,-16.431068151723583,0.08514830363125657,0.11021532188469652,0.0
456,4.5600000000000005,0.070950789434782,-17.339546804485735,0.0898561787038697,0.11043996233145614,0.0
457,4.57,0.0662507042894519,-16.190900721591444,0.0839037193428587,0.11064972162981346,0.0
458,4.58,0.0696667311099113,-17.02573790114363,0.0882299730587326,0.11087029656246017,0.0
459,4.59,0.0718110267603263,-17.549778790458934,0.09094563295050494,0.1110976606448364,0.0
460,4.6000000000000005,0.0647564514453373,-15.825722725198938,0.0820113112152093,0.11130268892287454,0.0
461,4.61,0.0637965451870082,-15.591132812573429,0.08079563047402928,0.1115046779990595,0.0
462,4.62,0.0640022049165884,-15.641393655831997,0.081056089836928,0.11170731822365176,0.0
463,4.63,0.0655119159608826,-16.01034945635696,0.08296807512233485,0.1119147384114576,0.0
464,4.64,0.0653453251485673,-15.969636601569162,0.08275709489334696,0.112121631148691,0.0
465,4.65,0.0658367596038747,-16.08973746030551,0.08337947587866254,0.11233007983838761,0.0
466,4.66,0.064160151633286,-15.679993994300546,0.0812561226838397,0.11253322014509726,0.0
467,4.67,0.0665443021830035,-16.262652628194484,0.08427554867696783,0.11274390901678966,0.0
468,4.68,0.0644061782786413,-15.740120041752217,0.0815677050409505,0.11294782827939198,0.0
469,4.69,0.0685190833835764,-16.745266159752543,0.0867765256762841,0.11316476959358268,0.0
470,4.7,0.0672172852009835,-16.427121841741634,0.08512785325046192,0.11337758922670882,0.0
471,4.71,0.0664503450295666,-16.23969059390827,0.08415655590976978,0.11358798061648323,0.0
472,4.72,0.065011616006492,-15.888081972872348,0.08233446635680339,0.11379381678237521,0.0
473,4.73,0.0676077778764774,-16.52255370483259,0.0856223957342208,0.11400787277171076,0.0
474,4.74,0.0665917497089577,-16.27424825107048,0.08433563896497114,0.11421871186912325,0.0
475,4.75,0.0663480243566276,-16.214684612838486,0.0840269710982976,0.1144287792968689,0.0
476,4.76,0.0643466598378012,-15.725574427828835,0.08149232744897567,0.11463251011549136,0.0
477,4.7700000000000005,0.066143682805265,-16.16474591698776,0.08376818115244732,0.11484193056837255,0.0
478,4.78,0.0652075220963582,-15.935959140153779,0.08258257314688179,0.11504838700123976,0.0
479,4.79,0.0669364863212832,-16.358497865095313,0.08477223332691772,0.11526031758455701,0.0
480,4.8,0.0675638331467851,-16.511814124577324,0.08556674158976693,0.11547423443853155,0.0
481,4.8100000000000005,0.0670087754843923,-16.37616449484212,0.0848637844993632,0.11568639389977986,0.0
482,4.82,0.0695839756046973,-17.00551341925388,0.08812516670598478,0.1159067068165448,0.0
483,4.83,0.0680318142587485,-16.62618325928531,0.08615941990612691,0.11612210536631018,0.0
484,4.84,0.0669040431739613,-16.350569137649792,0.08473114545084622,0.11633393322993724,0.0
485,4.8500000000000005,0.0651863286984172,-15.930779720467665,0.08255573260334592,0.11654032256144564,0.0
486,4.86,0.0663808749973674,-16.22271292693059,0.08406857504757521,0.11675049399906456,0.0
487,4.87,0.0699244368591327,-17.088718185591585,0.08855634650770372,0.11697188486533383,0.0
488,4.88,0.0720435766294332,-17.60661127071573,0.09124014753959543,0.11719998523418285,0.0
489,4.89,0.0667894026495915,-16.322552328339626,0.08458595806778062,0.11741145012935228,0.0
490,4.9,0.0695234933332001,-16.990732256340525,0.08804856846318353,0.1176315715505103,0.0
491,4.91,0.0721873330577208,-17.641743667925056,0.09142220898546435,0.11786012707297389,0.0
492,4.92,0.0716318689160816,-17.50599469939498,0.09071873710625994,0.1180869239157395,0.0
493,4.93,0.0725662343100287,-17.734342722157013,0.09190207142124172,0.11831667909429266,0.0
494,4.94,0.0704674375334484,-17.221421227829325,0.0892440339318512,0.11853978917912222,0.0
495,4.95,0.0696887549285747,-17.031120265985088,0.08825786529504633,0.1187604338423599,0.0
496,4.96,0.0718337280083745,-17.555326711154223,0.09097438312252797,0.11898786980016618,0.0
497,4.97,0.0734250212411014,-17.944220248609394,0.09298968880452606,0.11922034402217752,0.0
498,4.98,0.0722083964355942,-17.64689131222057,0.0914488848640751,0.11944896623433776,0.0
499,4.99,0.0740671587883298,-18.101151188261856,0.0938029288918581,0.11968347355656739,0.0
