time_step,f_t
448,0.0735628302360621
449,0.07207681642285767
450,0.06914294203825205
451,0.07109951900418103
452,0.07203309290268231
453,0.06996339412926997
454,0.06873153888034805
455,0.06723343290148172
456,0.07095078943478204
457,0.06625070428945193
458,0.06966673110991134
459,0.07181102676032632
460,0.06475645144533736
461,0.06379654518700822
462,0.0640022049165884
463,0.0655119159608826
464,0.06534532514856733
465,0.06583675960387475
466,0.06416015163328605
467,0.06654430218300356
468,0.06440617827864138
469,0.06851908338357642
470,0.06721728520098359
471,0.06645034502956668
472,0.06501161600649207
473,0.06760777787647741
474,0.06659174970895773
475,0.06634802435662766
476,0.06434665983780127
477,0.06614368280526509
478,0.06520752209635826
479,0.06693648632128328
480,0.06756383314678517
481,0.06700877548439234
482,0.06958397560469734
483,0.0680318142587485
484,0.06690404317396133
485,0.06518632869841726
486,0.06638087499736745
487,0.0699244368591327
488,0.07204357662943321
489,0.06678940264959153
490,0.06952349333320015
491,0.0721873330577208
492,0.07163186891608161
493,0.07256623431002877
494,0.07046743753344846
495,0.06968875492857472
496,0.07183372800837456
497,0.07342502124110142
498,0.07220839643559425
499,0.07406715878832988
