time_sec,S_E_median,S_E_percentile_2_5,S_E_percentile_97_5
3.16,0.07744729377038823,0.0421174327687107,0.11609260896183776
3.17,0.07768307020117043,0.04224565284572673,0.11644603513916002
3.18,0.07791048627495117,0.04236932638848961,0.1167869292368072
3.19,0.07813350134022823,0.042490606572224025,0.11712122627296402
3.2,0.0783672849092985,0.042617742890013785,0.11747166517333711
3.21,0.07860016029162836,0.04274438531715707,0.11782074271215745
3.22,0.07882817509229029,0.042868384459924025,0.11816253429456222
3.23,0.07905251183087475,0.042990383396812624,0.11849881250391431
3.24,0.07927108858433729,0.0431092499352104,0.11882645656134394
3.25,0.07948382768159512,0.043224941835983424,0.11914535003878497
3.2600000000000002,0.07970337073934491,0.04334433387054594,0.11947444257530644
3.27,0.07992916294953872,0.0434671243228597,0.11981290251998042
3.2800000000000002,0.08014310581441575,0.04358347085724623,0.12013360043133638
3.29,0.0803663650706356,0.043704883837042734,0.12046826350692798
3.3000000000000003,0.08056923709665315,0.04381520982134085,0.12077236635725576
3.31,0.08078272343132165,0.043931308085201494,0.1210923799350426
3.3200000000000003,0.08099591717643384,0.04404724723283777,0.12141195492442569
3.33,0.08120746703685122,0.04416229240213409,0.12172906574942333
3.34,0.08142432067324218,0.04428022187399433,0.1220541268740396
3.35,0.08163131993890843,0.04439279233618131,0.12236441640947025
3.36,0.08184034069745083,0.04450646212781122,0.12267773613963831
3.37,0.08205229725603713,0.0446217284679446,0.12299545660054695
3.38,0.08226545244826788,0.04473764664973024,0.12331497379960084
3.39,0.0824816874350805,0.04485523968721357,0.12363910757556382
3.4,0.08268798280167688,0.0449674273545954,0.12394834197432703
3.41,0.08289703814489652,0.04508111595408461,0.12426171354653116
3.42,0.08311541170815917,0.04519987199346857,0.12458905302417143
3.43,0.08332639603827668,0.04531460961574528,0.12490531612570771
3.44,0.08353552756171378,0.04542833964360506,0.1252188018911877
3.45,0.0837455780962511,0.04554256944862119,0.12553366524381263
3.46,0.08395242632720429,0.04565505777502185,0.12584372837993316
3.47,0.08414774444407275,0.04576127578801156,0.12613650800670742
3.48,0.08435178673575455,0.04587223818687039,0.12644236507190232
3.49,0.08457059297908526,0.045991229526582966,0.1267703531320238
3.5,0.0847794922622443,0.04610483325739849,0.1270834907719791
3.5100000000000002,0.08499547139038366,0.046222287153667906,0.12740724101871265
3.52,0.08520158079076867,0.04633437368879526,0.1277161966562486
3.5300000000000002,0.08541527160163964,0.04645058315102436,0.128036516741528
3.54,0.08562885447072993,0.0465667339122908,0.12835667502331055
3.5500000000000003,0.08583846193512573,0.0466807227666423,0.12867087421885276
3.56,0.08605272916741058,0.04679724569870307,0.12899205835324906
3.5700000000000003,0.08627687832001463,0.04691914262247364,0.12932805537335854
3.58,0.08649566680032489,0.04703812430228999,0.12965601680691502
3.59,0.0867119590472647,0.04715574847900926,0.12998023641515466
3.6,0.08692784583464425,0.04727315215847243,0.1303038482441435
3.61,0.08714079619806869,0.0473889589501363,0.13062305840715607
3.62,0.08735897988475438,0.04750761173072881,0.13095011326197575
3.63,0.08757626805944407,0.04762577751346185,0.13127582575453972
3.64,0.08779790472664384,0.04774630809594468,0.1316080565877192
3.65,0.08801585982480253,0.04786483656539016,0.13193476879094715
3.66,0.08824283723193938,0.0479882715522013,0.13227500533230424
3.67,0.08846732834725668,0.04811035444233532,0.13261151495061588
3.68,0.08868381790556207,0.048228085921037236,0.1329360303263394
3.69,0.08890896351594407,0.048350524739061616,0.13327352102527906
3.7,0.0891295426529593,0.04847048021485875,0.13360416663278832
3.71,0.08936772215683486,0.0486000071324951,0.13396119498923573
3.72,0.08959681299811512,0.0487245914483028,0.13430459954423976
3.73,0.08983264157342946,0.048852839882588824,0.1346581038856201
3.74,0.09006758665521453,0.04898060785490497,0.13501028388028888
3.75,0.09031557954733416,0.049115471495097936,0.13538202239365152
3.7600000000000002,0.09055610191047497,0.04924627250783563,0.13574256266938384
3.77,0.09079415216268039,0.049375729135753,0.13609939727905365
3.7800000000000002,0.091039170919128,0.04950897537973861,0.1364666775970066
3.79,0.0912903792421832,0.04964558763747069,0.1368432360046233
3.8000000000000003,0.09152981055748477,0.049775795315931806,0.13720214081210347
3.81,0.0917821703596452,0.049913033771706944,0.1375804252737497
3.8200000000000003,0.09201966226113872,0.05004218675701236,0.13793642292207858
3.83,0.09226646980285463,0.05017640577925288,0.13830638460872183
3.84,0.09251463219965311,0.050311361599579725,0.13867837720766232
3.85,0.09276833064986428,0.05044932803972389,0.1390586682874502
3.86,0.09302688335180798,0.05058993432189509,0.13944623583515256
3.87,0.09326969077520847,0.050721977997444725,0.13981020139012004
3.88,0.09352353496307797,0.05086002369272766,0.14019071092899357
3.89,0.09377860177632125,0.050998734276859255,0.14057305316934066
3.9,0.0940354678977644,0.05113842336183252,0.14095809255213246
3.91,0.09429140164984967,0.051277605405154164,0.14134173432390376
3.92,0.09455403584097599,0.05142043128516892,0.14173541997728278
3.93,0.09482183281012757,0.05156606479016067,0.1421368445759659
3.94,0.0950873097718179,0.05171043662733274,0.1425347915099578
3.95,0.09535250218252406,0.0518546537198215,0.14293231190527386
3.96,0.09561873654092073,0.05199943744491506,0.1433313941682795
3.97,0.0958747314583897,0.05213865275123156,0.14371512762626248
3.98,0.09614277863542414,0.05228442232442118,0.14411692728370482
3.99,0.09641642579169796,0.0524332372816085,0.14452712124607883
4.0,0.09668467765528616,0.052579118167559724,0.14492922772632785
4.01,0.09695218484625456,0.05272459408520983,0.14533021795082365
4.0200000000000005,0.09722428276441875,0.052872566534818685,0.14573808962296256
4.03,0.09750708440676814,0.05302635988999834,0.14616200605542523
4.04,0.09776909181843935,0.05316884491444202,0.14655475217355857
4.05,0.09804740295351966,0.05332019623932207,0.14697193738690362
4.0600000000000005,0.09832130969767361,0.05346915236574279,0.14738252046854558
4.07,0.09860265071759194,0.05362215140437438,0.14780424744466336
4.08,0.09887336722778589,0.05376937261588984,0.14821004840202984
4.09,0.09913127317332843,0.05390962717861531,0.14859664646927248
4.1,0.09939594120155915,0.05405355910111833,0.14899338082124583
4.11,0.09966733129548627,0.05420114662133506,0.1494001914729364
4.12,0.09992702904281425,0.05434237560275956,0.1497894754305942
4.13,0.10020024533140098,0.0544909562452283,0.15019902352722533
4.14,0.10046668109901763,0.054635849500802185,0.15059840770035185
4.15,0.10074348412702472,0.054786380686008246,0.15101333227841587
4.16,0.10100256768565369,0.054927275658973845,0.1514016955742274
4.17,0.10126653229346938,0.05507082504697388,0.15179737550703143
4.18,0.10153784566930485,0.055218370846312946,0.15220407115917853
4.19,0.10180986478551574,0.05536630044179732,0.1526118247080892
4.2,0.10206717532068044,0.05550623120810155,0.15299753026197477
4.21,0.1023257533488392,0.05564685126318997,0.15338513577338428
4.22,0.10259236817695183,0.05579184189554779,0.15378478835614937
4.23,0.10285547731701178,0.05593492606257053,0.15417918595255636
4.24,0.10311436672194668,0.05607571545076019,0.15456725821419764
4.25,0.10336919699885899,0.05621429740156541,0.15494924588928582
4.26,0.10363250172660665,0.056357487933199404,0.15534393666940324
4.2700000000000005,0.10389627412909985,0.05650093279598813,0.15573932848862362
4.28,0.10415026527230409,0.0566390584086075,0.15612005831186568
4.29,0.10440170742005889,0.05677579782502503,0.15649696722003692
4.3,0.10464966726245023,0.056910643492095375,0.1568686561922342
4.3100000000000005,0.10490716454478721,0.05705067581535663,0.15725464167799846
4.32,0.10516052860286479,0.057188460406174375,0.15763443150779674
4.33,0.1054058725659362,0.05732188350421695,0.15800219930676496
4.34,0.1056552699470838,0.057457510934457806,0.15837604313314227
